"","site_code","plot","block","nutyr","year.x","Treatment","after_n_treatment_yrs","pct_C_post","pct_N_post","ppm_P_post","ppm_K_post","ppm_Ca_post","ppm_Mg_post","ppm_S_post","ppm_Na_post","ppm_Zn_post","ppm_Mn_post","ppm_Fe_post","ppm_Cu_post","ppm_B_post","OrganicMatter_post","pH_post","pct_C_rerun_01","pct_C_rerun","pct_N_rerun_01","pct_N_rerun","pH_add_01","pH_add","pct_C_num","pct_N_num","ppm_P_num","ppm_K_num","ppm_Ca_num","ppm_Mg_num","ppm_S_num","ppm_Na_num","ppm_Zn_num","ppm_Mn_num","ppm_Fe_num","ppm_Cu_num","ppm_B_num","OrganicMatter_num","pH_num","pct_C_numu","pct_N_numu","pct_C_smith","pct_N_smith","pH_smith","year.y","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","RAIN_PET","MAT","MAT_RANGE","ISO","TEMP_VAR","MAX_TEMP","MIN_TEMP","ANN_TEMP_RANGE","TEMP_WET_Q","TEMP_DRY_Q","TEMP_WARM_Q","TEMP_COLD_Q","MAP","MAP_WET_M","MAP_DRY_M","MAP_VAR","MAP_WET_Q","MAP_DRY_Q","MAP_WARM_Q","MAP_COLD_Q","AI","PET","N_Dep","experiment_type","N","P","K","Exclose","trt.x","first_nutrient_year","first_fenced_year","year_trt","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","pct_C_pre","pct_N_pre","ppm_P_pre","ppm_K_pre","ppm_Ca_pre","ppm_Mg_pre","ppm_S_pre","ppm_Na_pre","ppm_Zn_pre","ppm_Mn_pre","ppm_Fe_pre","ppm_Cu_pre","ppm_B_pre","pH_pre","PercentSand.raw","PercentSilt.raw","PercentClay.raw","Classification","rich.vegan","shan","simpson","even","PercentSand.mean","PercentSilt.mean","PercentClay.mean","siteblock","PercentSiltClay","Sample_ID","trt.y","Rootsgperm2","percroots","totalbiomass","Light","gramminoidfraction","perennialfraction","lnroots","bulk_den","bulk_den_cm2","blockU","mgC_gsoil_post","mgC_cm3_post","soil_gCm2","controlsoilC","soil_gCm2_ln","mgC_cm3_post_ln","live_mass_ln"
"561","sier.us",4,1,2011,2011,"NP",4,"2.928","0.262","106","136","2270","419","11","28","25.6","117","343","6.8","0.2","6.3","5.7",0,NA,0,NA,0,NA,2.928,0.262,106,136,2270,419,11,28,25.6,117,343,6.8,0.2,6.3,5.7,2.928,0.262,NA,NA,NA,2011,"Sierra Foothills REC","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",197.195,39.23550963,-121.2836963,-405,15.6,13.8,0.42,64.7,34.4,1.8,32.6,8.2,23.9,23.9,7.6,935,186,1,84,478,14,14,477,0.6932,1340,3.3584,"Experimental (Full Factorial)","1","1","0","0","NP",2008,2008,4,124,0.5,0,124.5,5,1,0,6,48,106,39,41,17.6667,150.25,405.95,556.2,NA,0.239281576,1726,413,2.153,0.192,14,107,2415,501,27,44,2.8,105,215,7.3,0.3,6,NA,NA,NA,NA,6,1.018589679,1.995847417,0.568485724,52,33.1,14.8,"sier.us.1",48,94,"NP",88.12360939,0.178361296,494.0736094,0.175812483,0.399513075,0.120090282,4.478740481,0.7637384,7.637384,"sier.us.1",29.28,22.362260352,2236.2260352,1817.62326711293,7.71254491825349,3.1073747322654,6.00622999930846
"562","sier.us",5,1,2011,2011,"Control",4,"2.648","0.221","20","124","2171","370","7","27","13.8","136","355","6.3","0.2","6.4","6.3",0,NA,0,NA,0,NA,2.648,0.221,20,124,2171,370,7,27,13.8,136,355,6.3,0.2,6.4,6.3,2.648,0.221,NA,NA,NA,2011,"Sierra Foothills REC","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",197.195,39.23550963,-121.2836963,-405,15.6,13.8,0.42,64.7,34.4,1.8,32.6,8.2,23.9,23.9,7.6,935,186,1,84,478,14,14,477,0.6932,1340,3.3584,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2008,4,139,1,0,140,6,1,0,7,48,106,39,41,15.1429,63,388.6,451.6,NA,0.209192201,1795,375.5,2.14,0.183,20,119,3001,500,34,40,3.9,136,183,7.2,0.3,6,52,33.1,14.8,"Loam",7,1.407646485,3.373493976,0.723387195,52,33.1,14.8,"sier.us.1",48,95,"Control",81.90235081,0.174074265,470.5023508,0.175812483,0.399513075,0.120090282,4.405527694,0.886130514285714,8.86130514285714,"sier.us.1",26.48,23.4647360182857,2346.47360182857,1817.62326711293,7.7606688851514,3.15549869916331,5.96255053694334
"563","sier.us",8,1,2011,2011,"N",4,"2.544","0.219","8","141","2307","509","7","25","12.8","148","276","9","0.2","5.7","6",0,NA,0,NA,0,NA,2.544,0.219,8,141,2307,509,7,25,12.8,148,276,9,0.2,5.7,6,2.544,0.219,NA,NA,NA,2011,"Sierra Foothills REC","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",197.195,39.23550963,-121.2836963,-405,15.6,13.8,0.42,64.7,34.4,1.8,32.6,8.2,23.9,23.9,7.6,935,186,1,84,478,14,14,477,0.6932,1340,3.3584,"Experimental (Full Factorial)","1","0","0","0","N",2008,2008,4,147.5,0,0,147.5,9,0,0,9,48,106,39,41,11.7778,47.55,359.4,406.95,NA,0.212734742,1704,362.5,2.204,0.193,14,136,3197,564,31,35,2.9,126,181,8.6,0.3,6,NA,NA,NA,NA,9,1.440311297,2.92924703,0.655513921,52,33.1,14.8,"sier.us.1",48,98,"N",87.74356291,0.196231301,447.1435629,0.175812483,0.399513075,0.120090282,4.474418502,0.818252473469388,8.18252473469388,"sier.us.1",25.44,20.8163429250612,2081.63429250612,1817.62326711293,7.64090858173194,3.03573839574385,5.88443597434946
"566","sier.us",27,3,2011,2011,"Control",4,"1.84","0.166","8","64","1922","515","4","40","11.1","104","174","5.8","0.2","4.1","5.9",0,NA,0,NA,0,NA,1.84,0.166,8,64,1922,515,4,40,11.1,104,174,5.8,0.2,4.1,5.9,1.84,0.166,NA,NA,NA,2011,"Sierra Foothills REC","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",197.195,39.23550963,-121.2836963,-405,15.6,13.8,0.42,64.7,34.4,1.8,32.6,8.2,23.9,23.9,7.6,935,186,1,84,478,14,14,477,0.6932,1340,3.3584,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2008,4,156,4,0,161,8,2,0,11,48,106,39,41,9.6364,122.05,194.9,316.95,NA,0.1933391,2312,447,1.896,0.158,11,41,1842,452,25,33,9.2,97,152,2.3,0.3,6.1,36,45.1,18.8,"Loam",11,1.745730791,4.519790759,0.728026286,36,45.1,18.8,"sier.us.3",64,117,"Control",22.77639832,0.104634212,217.6763983,0.175812483,0.399513075,0.120090282,3.125724838,0.859861334693877,8.59861334693877,"sier.us.3",18.4,15.8214485583673,1582.14485583673,1817.62326711293,7.36653670914004,2.76136652315195,5.27248660651351
"567","sier.us",28,3,2011,2011,"NP",4,"1.965","0.178","46","45","2200","557","9","43","19.2","94","324","7.2","0.2","4.2","5.6",0,NA,0,NA,0,NA,1.965,0.178,46,45,2200,557,9,43,19.2,94,324,7.2,0.2,4.2,5.6,1.965,0.178,NA,NA,NA,2011,"Sierra Foothills REC","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",197.195,39.23550963,-121.2836963,-405,15.6,13.8,0.42,64.7,34.4,1.8,32.6,8.2,23.9,23.9,7.6,935,186,1,84,478,14,14,477,0.6932,1340,3.3584,"Experimental (Full Factorial)","1","1","0","0","NP",2008,2008,4,124,2.5,0,126.5,17,2,0,19,48,106,39,41,5.5789,233.3,218.95,452.25,NA,0.27834811,2143,596.5,2.123,0.163,10,46,2313,554,27,38,2.7,83,197,2.4,0.3,6,NA,NA,NA,NA,19,2.216164032,6.160042344,0.75266088,36,45.1,18.8,"sier.us.3",64,118,"NP",24.7523592,0.101567992,243.7023592,0.175812483,0.399513075,0.120090282,3.208920806,0.682285910204082,6.82285910204082,"sier.us.3",19.65,13.4069181355102,1340.69181355102,1817.62326711293,7.20094103848834,2.59577085250025,5.38884339324741
"568","sier.us",30,3,2011,2011,"N",4,"1.921","0.169","5","57","2356","639","10","49","17.9","114","327","4.7","0.2","4.4","5.6",0,NA,0,NA,0,NA,1.921,0.169,5,57,2356,639,10,49,17.9,114,327,4.7,0.2,4.4,5.6,1.921,0.169,NA,NA,NA,2011,"Sierra Foothills REC","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",197.195,39.23550963,-121.2836963,-405,15.6,13.8,0.42,64.7,34.4,1.8,32.6,8.2,23.9,23.9,7.6,935,186,1,84,478,14,14,477,0.6932,1340,3.3584,"Experimental (Full Factorial)","1","0","0","0","N",2008,2008,4,187,21.5,0,211.5,13,4,0,18,48,106,39,41,5.8889,39.25,70.85,110.1,NA,0.49626587,1339,664.5,2.628,0.201,12,52,2438,561,25,41,3.1,81,221,3,0.3,6.1,NA,NA,NA,NA,18,2.35707459,8.260421957,0.815491842,36,45.1,18.8,"sier.us.3",64,120,"N",20.55495525,0.224877909,91.40495525,0.175812483,0.399513075,0.120090282,3.023102043,0.94019793877551,9.4019793877551,"sier.us.3",19.21,18.0612024038776,1806.12024038776,1817.62326711293,7.49893631004849,2.8937661240604,4.26056496613669
"570","sier.us",16,2,2011,2011,"P",4,"2.129","0.203","49","74","1697","318","9","44","11.7","54","364","5.8","0.2","3.6","5.5",0,NA,0,NA,0,NA,2.129,0.203,49,74,1697,318,9,44,11.7,54,364,5.8,0.2,3.6,5.5,2.129,0.203,NA,NA,NA,2011,"Sierra Foothills REC","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",197.195,39.23550963,-121.2836963,-405,15.6,13.8,0.42,64.7,34.4,1.8,32.6,8.2,23.9,23.9,7.6,935,186,1,84,478,14,14,477,0.6932,1340,3.3584,"Experimental (Full Factorial)","0","1","0","0","P",2008,2008,4,98,0.5,0,98.5,6,1,0,7,48,106,39,41,15.1429,149.45,307.5,456.95,NA,0.120955316,649,78.5,1.739,0.136,11,44,1744,352,20,41,1.6,175,276,4.1,0.3,5.9,NA,NA,NA,NA,7,0.576012057,1.331309389,0.296011641,28,49.1,22.8,"sier.us.2",72,106,"P",51.43697291,0.143303635,358.9369729,0.175812483,0.399513075,0.120090282,3.940357231,0.81103273877551,8.1103273877551,"sier.us.2",21.29,17.2668870085306,1726.68870085306,1817.62326711293,7.45396080761581,2.84879062162772,5.72847508724657
"572","sier.us",19,2,2011,2011,"N",4,"2.227","0.207","11","136","1844","401","7","32","8.7","206","210","5.5","0.1","4.9","5.2",0,NA,0,NA,0,NA,2.227,0.207,11,136,1844,401,7,32,8.7,206,210,5.5,0.1,4.9,5.2,2.227,0.207,NA,NA,NA,2011,"Sierra Foothills REC","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",197.195,39.23550963,-121.2836963,-405,15.6,13.8,0.42,64.7,34.4,1.8,32.6,8.2,23.9,23.9,7.6,935,186,1,84,478,14,14,477,0.6932,1340,3.3584,"Experimental (Full Factorial)","1","0","0","0","N",2008,2008,4,141,1,0,142,5,1,0,6,48,106,39,41,17.6667,75.4,281.25,356.65,NA,NA,NA,NA,2.591,0.216,17,77,1668,356,25,37,2.7,176,182,3.6,0.4,5.6,NA,NA,NA,NA,6,0.803458523,1.793950178,0.448418739,28,49.1,22.8,"sier.us.2",72,109,"N",44.40353461,0.136352073,325.6535346,0.175812483,0.399513075,0.120090282,3.793319075,0.781918714285714,7.81918714285714,"sier.us.2",22.27,17.4133297671429,1741.33297671429,1817.62326711293,7.46240617749159,2.8572359915035,5.63924395351863
"575","sier.us",22,3,2011,2011,"P",4,"1.701","0.15","95","55","2075","478","8","33","7","145","341","6.1","0.2","3.7","6.1",0,NA,0,NA,0,NA,1.701,0.15,95,55,2075,478,8,33,7,145,341,6.1,0.2,3.7,6.1,1.701,0.15,NA,NA,NA,2011,"Sierra Foothills REC","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",197.195,39.23550963,-121.2836963,-405,15.6,13.8,0.42,64.7,34.4,1.8,32.6,8.2,23.9,23.9,7.6,935,186,1,84,478,14,14,477,0.6932,1340,3.3584,"Experimental (Full Factorial)","0","1","0","0","P",2008,2008,4,177,13,0,190,9,4,0,13,48,106,39,41,8.1538,266.8,212.75,479.55,NA,0.17993327,2098,377.5,1.73,0.147,14,55,1756,451,23,34,3,117,144,2.4,0.3,6.2,NA,NA,NA,NA,13,2.076714548,6.460272011,0.809651287,36,45.1,18.8,"sier.us.3",64,112,"P",39.12688904,0.155341322,251.876889,0.175812483,0.399513075,0.120090282,3.66680993,0.735998693877551,7.35998693877551,"sier.us.3",17.01,12.5193377828571,1251.93377828571,1817.62326711293,7.13244465751813,2.52727447153004,5.36011776745348
"578","spin.us",3,1,2011,2011,"N",4,"2.409","0.271","228","101","2005","243","31","23","12.5","50","192","2.4","0.5","5.3","6",0,NA,0,NA,0,NA,2.409,0.271,228,101,2005,243,31,23,12.5,50,192,2.4,0.5,5.3,6,2.409,0.271,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","1","0","0","0","N",2008,2008,4,108,10,0,118,7,3,0,10,20,47,17,21,4.7,13.4,748.3,761.7,NA,0.081522135,1649,134.43,2.527,0.243,220,75,2245,212,35,30,1.4,97,213,1.8,0.7,6.4,NA,NA,NA,NA,10,1.61737246,3.301090564,0.702415935,22,57.1,20.8,"spin.us.1",78,1033,"N",463.6646627,0.382572757,1211.964663,0.137878406,0.46602301,0.570980475,6.139161581,1.0556059734748,10.556059734748,"spin.us.1",24.09,25.429547901008,2542.95479010079,2558.23653005482,7.84108198708901,3.23591180110092,6.61780396708631
"579","spin.us",5,1,2011,2011,"NP",4,"2.317","0.261","266","80","1893","214","21","23","7.2","65","203","2.3","0.5","5.2","5.9",0,NA,0,NA,0,NA,2.317,0.261,266,80,1893,214,21,23,7.2,65,203,2.3,0.5,5.2,5.9,2.317,0.261,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","1","1","0","0","NP",2008,2008,4,41,62,0,103,4,2,0,6,20,47,17,21,7.8333,NA,523.6,523.6,NA,0.032704082,1666,54.485,2.653,0.26,225,66,2225,244,31,44,1.6,120,217,1.8,0.6,6.5,NA,NA,NA,NA,6,1.105902956,2.334213421,0.617216192,22,57.1,20.8,"spin.us.1",78,1035,"NP",913.6203561,0.63568565,1437.220356,0.137878406,0.46602301,0.570980475,6.81741512,1.10518882228117,11.0518882228117,"spin.us.1",23.17,25.6072250122546,2560.72250122546,2558.23653005482,7.84804472469625,3.24287453870815,6.26072803403575
"580","spin.us",6,1,2011,2011,"Control",4,"2.466","0.259","198","106","1858","224","16","35","4.4","95","211","2.3","0.5","5.3","5.8",0,NA,0,NA,0,NA,2.466,0.259,198,106,1858,224,16,35,4.4,95,211,2.3,0.5,5.3,5.8,2.466,0.259,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2008,4,101,7,0,108,5,3,0,8,20,47,17,21,5.875,5.4,241.5,246.9,NA,0.138622931,1692,234.55,2.992,0.281,240,80,2532,296,32,33,2,138,222,2,0.6,6.5,22,57.1,20.8,"Silty Loam",8,1.294701771,2.797122302,0.622619941,22,57.1,20.8,"spin.us.1",78,1036,"Control",577.8047126,0.705237873,819.3047126,0.137878406,0.46602301,0.570980475,6.359235944,1.13081341644562,11.3081341644562,"spin.us.1",24.66,27.8858588495491,2788.58588495491,2558.23653005482,7.93328989505224,3.32811970906415,5.48686947309263
"584","spin.us",10,1,2011,2011,"P",4,"2.317","0.258","373","107","1994","206","37","24","6.6","65","235","2.9","0.5","5.4","6.1",0,NA,0,NA,0,NA,2.317,0.258,373,107,1994,206,37,24,6.6,65,235,2.9,0.5,5.4,6.1,2.317,0.258,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","0","1","0","0","P",2008,2008,4,102,10,0,112,4,4,0,8,20,47,17,21,5.875,18.4,188.1,206.5,NA,0.198602213,1717,341,2.744,0.264,250,81,2150,247,35,29,1.8,122,230,2,0.6,6.3,NA,NA,NA,NA,8,1.353242374,2.87838458,0.650772021,22,57.1,20.8,"spin.us.1",78,1040,"P",498.0948539,0.725879611,686.1948539,0.137878406,0.46602301,0.570980475,6.210790529,1.02427435543767,10.2427435543767,"spin.us.1",23.17,23.7324368154907,2373.24368154907,2558.23653005482,7.77201294039623,3.16684275440814,5.23697373630699
"585","spin.us",11,2,2011,2011,"Control",4,"2.214","0.256","238","105","1939","252","39","23","7.3","62","204","3.3","0.5","5.1","6.2",0,NA,0,NA,0,NA,2.214,0.256,238,105,1939,252,39,23,7.3,62,204,3.3,0.5,5.1,6.2,2.214,0.256,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2008,4,103,7,0,110,5,4,0,9,20,47,17,21,5.2222,NA,121.1,121.1,NA,0.111938959,1671,187.05,2.524,0.243,227,69,2260,191,32,29,1.5,106,221,2,0.7,6.2,32,49.1,18.8,"Loam",9,0.982610953,1.930440332,0.447205517,32,49.1,18.8,"spin.us.2",68,1041,"Control",1752.220577,0.935355432,1873.320577,0.137878406,0.46602301,0.570980475,7.468639164,1.09524443501326,10.9524443501326,"spin.us.2",22.14,24.2487117911936,2424.87117911936,2558.23653005482,7.79353367994793,3.18836349395983,4.79661665055905
"586","spin.us",12,2,2011,2011,"NP",4,"2.26","0.26","330","124","2122","249","47","26","23","54","224","2.4","0.5","5.4","5.8",0,NA,0,NA,0,NA,2.26,0.26,330,124,2122,249,47,26,23,54,224,2.4,0.5,5.4,5.8,2.26,0.26,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","1","1","0","0","NP",2008,2008,4,103,7,0,110,6,2,0,8,20,47,17,21,5.875,NA,648.1,648.1,NA,0.05967411,1657,98.88,2.453,0.241,233,71,2128,234,31,26,1.4,112,232,1.9,0.5,6.2,NA,NA,NA,NA,8,1.223068707,2.25158169,0.588171719,32,49.1,18.8,"spin.us.2",68,1042,"NP",613.4669863,0.486273811,1261.566986,0.137878406,0.46602301,0.570980475,6.419126451,1.12812,11.2812,"spin.us.2",22.6,25.495512,2549.5512,2558.23653005482,7.84367262266265,3.23850243667456,6.47404500543367
"587","spin.us",13,2,2011,2011,"N",4,"2.514","0.272","235","425","2037","271","34","26","16.9","50","182","3.1","0.5","5.7","6",0,NA,0,NA,0,NA,2.514,0.272,235,425,2037,271,34,26,16.9,50,182,3.1,0.5,5.7,6,2.514,0.272,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","1","0","0","0","N",2008,2008,4,103,15,0,118,6,2,0,8,20,47,17,21,5.875,NA,582.1,582.1,NA,0.042935807,1698,72.905,2.68,0.259,225,71,2548,245,32,27,1.5,115,219,1.9,0.7,6.4,NA,NA,NA,NA,8,1.699242379,4.672483221,0.817162851,32,49.1,18.8,"spin.us.2",68,1043,"N",219.7825312,0.274083201,801.8825312,0.137878406,0.46602301,0.570980475,5.392638563,1.12001016445623,11.2001016445623,"spin.us.2",25.14,28.1570555344297,2815.70555344297,2558.23653005482,7.94296814982337,3.33779796383527,6.36664225427769
"591","spin.us",19,2,2011,2011,"P",4,"2.54","0.262","304","122","1695","217","26","24","5.7","66","250","2.9","0.4","5.2","6",0,NA,0,NA,0,NA,2.54,0.262,304,122,1695,217,26,24,5.7,66,250,2.9,0.4,5.2,6,2.54,0.262,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","0","1","0","0","P",2008,2008,4,93,10,0,103,5,2,0,7,20,47,17,21,6.7143,NA,479,479,NA,0.106235363,1708,181.45,2.64,0.254,242,85,2872,258,34,28,1.8,137,238,2.1,0.7,6.4,NA,NA,NA,NA,7,1.524335488,3.744793505,0.783353481,32,49.1,18.8,"spin.us.2",68,1049,"P",393.7527282,0.451161842,872.7527282,0.137878406,0.46602301,0.570980475,5.975723119,1.03543947745358,10.3543947745358,"spin.us.2",25.4,26.300162727321,2630.0162727321,2558.23653005482,7.87474531250328,3.26957512651518,6.17170059741091
"596","spin.us",25,3,2011,2011,"P",4,"2.293","0.259","358","99","2194","226","36","25","5.6","76","226","4","0.6","5","6.1",0,NA,0,NA,0,NA,2.293,0.259,358,99,2194,226,36,25,5.6,76,226,4,0.6,5,6.1,2.293,0.259,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","0","1","0","0","P",2008,2008,4,104,14,0,118,5,2,0,7,20,47,17,21,6.7143,NA,379.3,379.3,NA,0.084615385,1924,162.8,2.553,0.25,228,78,2448,241,32,31,2,128,220,2,0.7,6.5,NA,NA,NA,NA,7,1.528563212,3.814794521,0.785526101,34,43.1,22.8,"spin.us.3",66,1055,"P",485.35408,0.561327462,864.65408,0.137878406,0.46602301,0.570980475,6.184878686,1.14480475066313,11.4480475066313,"spin.us.3",22.93,26.2503729327056,2625.03729327056,2558.23653005482,7.87285038188502,3.26768019589693,5.93832744869485
"597","spin.us",26,3,2011,2011,"NP",4,"2.294","0.264","333","130","2385","250","56","27","5.9","65","231","3","0.7","5.2","6.2",0,NA,0,NA,0,NA,2.294,0.264,333,130,2385,250,56,27,5.9,65,231,3,0.7,5.2,6.2,2.294,0.264,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","1","1","0","0","NP",2008,2008,4,81,33,0,114,7,2,0,9,20,47,17,21,5.2222,NA,450.3,450.3,NA,0.052374806,1937,101.45,2.64,0.262,230,76,2644,255,32,30,1.9,146,232,2,0.8,6.6,NA,NA,NA,NA,9,1.815823795,4.813333333,0.826417023,34,43.1,22.8,"spin.us.3",66,1056,"NP",411.9280353,0.477748366,862.2280353,0.137878406,0.46602301,0.570980475,6.020848663,1.04819242440318,10.4819242440318,"spin.us.3",22.94,24.045534215809,2404.5534215809,2558.23653005482,7.78511947780546,3.17994929181737,6.10991402730753
"599","spin.us",28,3,2011,2011,"N",4,"2.381","0.29","252","122","2492","224","47","21","6.7","91","199","2.6","0.8","5.6","6.5",0,NA,0,NA,0,NA,2.381,0.29,252,122,2492,224,47,21,6.7,91,199,2.6,0.8,5.6,6.5,2.381,0.29,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","1","0","0","0","N",2008,2008,4,53,75,0,128,4,2,0,6,20,47,17,21,7.8333,NA,168.8,168.8,NA,0.020690091,1978,40.925,2.607,0.259,227,84,2770,224,35,29,2,151,229,2,0.8,6.3,NA,NA,NA,NA,6,1.412333954,3.287319422,0.788238588,34,43.1,22.8,"spin.us.3",66,1058,"N",66.46882409,0.282522873,235.2688241,0.137878406,0.46602301,0.570980475,4.196733027,0.845629421750663,8.45629421750663,"spin.us.3",23.81,20.1344365318833,2013.44365318833,2558.23653005482,7.60760179538954,3.00243160940145,5.12871458216186
"600","spin.us",29,3,2011,2011,"Control",4,"2.321","0.268","253","115","2197","246","46","22","28.9","90","204","2.5","0.7","5.5","6.2",0,NA,0,NA,0,NA,2.321,0.268,253,115,2197,246,46,22,28.9,90,204,2.5,0.7,5.5,6.2,2.321,0.268,NA,NA,NA,2011,"Spindletop","North America","US","Central plains (North America)",1,0,1,1,"PASTURE",271.3,38.135833,-84.500556,1,12.5,11.9,0.33,85.63,30.2,-5.4,35.6,12.1,13.5,23.2,1.1,1140,116,69,15,332,242,307,259,1.0008,1139,13.8801,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2008,4,84,17,0,101,3,4,0,7,20,47,17,21,6.7143,NA,352.7,352.7,NA,0.034363257,1916,65.84,2.739,0.26,248,98,2805,245,35,29,1.8,156,245,2,0.7,6.5,34,43.1,22.8,"Loam",7,1.335521563,3.011809861,0.686322317,34,43.1,22.8,"spin.us.3",66,1059,"Control",247.7104241,0.412568493,600.4104241,0.137878406,0.46602301,0.570980475,5.512260419,1.06042762864721,10.6042762864721,"spin.us.3",23.21,24.6125252609019,2461.25252609019,2558.23653005482,7.80842565629722,3.20325547030913,5.86561783724201
