"","site_code","plot","block","nutyr","year.x","Treatment","after_n_treatment_yrs","pct_C_post","pct_N_post","ppm_P_post","ppm_K_post","ppm_Ca_post","ppm_Mg_post","ppm_S_post","ppm_Na_post","ppm_Zn_post","ppm_Mn_post","ppm_Fe_post","ppm_Cu_post","ppm_B_post","OrganicMatter_post","pH_post","pct_C_rerun_01","pct_C_rerun","pct_N_rerun_01","pct_N_rerun","pH_add_01","pH_add","pct_C_num","pct_N_num","ppm_P_num","ppm_K_num","ppm_Ca_num","ppm_Mg_num","ppm_S_num","ppm_Na_num","ppm_Zn_num","ppm_Mn_num","ppm_Fe_num","ppm_Cu_num","ppm_B_num","OrganicMatter_num","pH_num","pct_C_numu","pct_N_numu","pct_C_smith","pct_N_smith","pH_smith","year.y","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","RAIN_PET","MAT","MAT_RANGE","ISO","TEMP_VAR","MAX_TEMP","MIN_TEMP","ANN_TEMP_RANGE","TEMP_WET_Q","TEMP_DRY_Q","TEMP_WARM_Q","TEMP_COLD_Q","MAP","MAP_WET_M","MAP_DRY_M","MAP_VAR","MAP_WET_Q","MAP_DRY_Q","MAP_WARM_Q","MAP_COLD_Q","AI","PET","N_Dep","experiment_type","N","P","K","Exclose","trt.x","first_nutrient_year","first_fenced_year","year_trt","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","pct_C_pre","pct_N_pre","ppm_P_pre","ppm_K_pre","ppm_Ca_pre","ppm_Mg_pre","ppm_S_pre","ppm_Na_pre","ppm_Zn_pre","ppm_Mn_pre","ppm_Fe_pre","ppm_Cu_pre","ppm_B_pre","pH_pre","PercentSand.raw","PercentSilt.raw","PercentClay.raw","Classification","rich.vegan","shan","simpson","even","PercentSand.mean","PercentSilt.mean","PercentClay.mean","siteblock","PercentSiltClay","Sample_ID","trt.y","Rootsgperm2","percroots","totalbiomass","Light","gramminoidfraction","perennialfraction","lnroots","bulk_den","bulk_den_cm2","blockU","mgC_gsoil_post","mgC_cm3_post","soil_gCm2","controlsoilC","soil_gCm2_ln","mgC_cm3_post_ln","live_mass_ln"
"602","summ.za",3,1,2012,2012,"N",2,"9.092","0.481","5","66","411","140","19","42","1","11","150","1","0.4","11.2","4.9",0,NA,0,NA,0,NA,9.092,0.481,5,66,411,140,19,42,1,11,150,1,0.4,11.2,4.9,9.092,0.481,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","1","0","0","0","N",2011,NA,2,0,263,0,263,0,26,0,26,82,105,104,0,4.0385,NA,592.325,592.325,NA,0.0625,1936,121,8.181,0.411,13,94,510,126,31,54,1.6,13,141,1,0.5,5.2,NA,NA,NA,NA,26,2.705457781,11.23420497,0.830379871,49.5,23.1,27.3,"summ.za.1",50.5,813,"N",2147.589506,0.783816247,2739.914506,0.249827171,0.652927834,0.982304563,7.672101332,0.815182171927656,8.16012095490716,"summ.za.1",90.92,74.1163630716624,7419.18197220159,6136.5404148267,8.91182408374983,4.30563633210295,6.38405547073254
"605","summ.za",6,1,2012,2012,"P",2,"7.325","0.369","65","99","473","97","23","41","1.8","12","234","1","1.6","11.7","5.2",0,NA,0,NA,0,NA,7.325,0.369,65,99,473,97,23,41,1.8,12,234,1,1.6,11.7,5.2,7.325,0.369,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","0","1","0","0","P",2011,NA,2,0,186,0,186,0,28,0,28,82,105,104,0,3.75,NA,266.025,266.025,NA,0.303810505,1942,590,7.367,0.38,15,117,463,103,36,69,2.2,14,177,1.3,0.7,5.1,NA,NA,NA,NA,28,2.712447908,10.91356467,0.814010034,49.5,23.1,27.3,"summ.za.1",50.5,816,"P",2053.389762,0.885305119,2319.414762,0.249827171,0.652927834,0.982304563,7.627247249,0.780184946033066,7.02881315649867,"summ.za.1",73.25,57.1485472969221,5148.60563713528,6136.5404148267,8.54648120692755,4.04565397079127,5.5835902893278
"607","summ.za",8,1,2012,2012,"NP",2,"8.402","0.448","50","79","504","128","26","44","1.2","13","217","1","0.7","10.5","5.2",0,NA,0,NA,0,NA,8.402,0.448,50,79,504,128,26,44,1.2,13,217,1,0.7,10.5,5.2,8.402,0.448,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","1","1","0","0","NP",2011,NA,2,0,177,0,177,0,27,0,27,82,105,104,0,3.8889,NA,367.775,367.775,NA,0.063808065,1959,125,7.094,0.369,13,77,546,104,35,53,1,10,133,1.2,0.5,5.1,NA,NA,NA,NA,27,2.605996607,7.877545889,0.790693445,49.5,23.1,27.3,"summ.za.1",50.5,818,"NP",1202.452776,0.765782388,1570.227776,0.249827171,0.652927834,0.982304563,7.09211873,0.794711606837779,7.95520689655172,"summ.za.1",84.02,66.7716692065102,6683.96483448276,6136.5404148267,8.80746662855285,4.20127887690596,5.90747133813628
"608","summ.za",9,1,2012,2012,"Control",2,"6.786","0.352","5","83","319","133","25","43","6.7","13","277","1","0.5","10.3","5.3",0,NA,0,NA,0,NA,6.786,0.352,5,83,319,133,25,43,6.7,13,277,1,0.5,10.3,5.3,6.786,0.352,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","0","0","0","0","Control",2011,NA,2,0,216,0,216,0,29,0,29,82,105,104,0,3.6207,NA,347.975,347.975,NA,0.152612519,1933,295,6.587,0.353,15,90,783,125,37,50,1.2,12,147,1.4,0.6,5.2,NA,NA,NA,NA,29,2.759887291,11.91419816,0.819615332,49.5,23.1,27.3,"summ.za.1",50.5,819,"Control",784.9047504,0.692840304,1132.87975,0.249827171,0.652927834,0.982304563,6.665562373,0.84302422427003,8.438824933687,"summ.za.1",67.86,57.2076238589642,5726.5866,6136.5404148267,8.65287492539871,4.04668717375182,5.85213063811346
"610","summ.za",12,2,2012,2012,"N",2,"6.396","0.343","3","79","379","132","20","45","1.1","11","245","1","0.5","10.2","4.9",0,NA,0,NA,0,NA,6.396,0.343,3,79,379,132,20,45,1.1,11,245,1,0.5,10.2,4.9,6.396,0.343,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","1","0","0","0","N",2011,NA,2,0,219,1,220,0,28,1,29,82,105,104,0,3.6207,NA,417.375,417.375,NA,0.072861668,1894,138,6.207,0.312,11,88,455,130,35,51,1.2,10,137,1.6,0.7,5.1,NA,NA,NA,NA,29,2.642245347,9.282700422,0.78467871,61.4,19.2,19.3,"summ.za.2",38.6,822,"N",1388.474246,0.768876056,1805.849246,0.249827171,0.652927834,0.982304563,7.235960759,0.856065461789442,8.5693700795756,"summ.za.2",63.96,54.7539469360527,5480.96910289655,6136.5404148267,8.60903720790134,4.00284945625445,6.03398509826382
"613","summ.za",17,2,2012,2012,"NP",2,"6.601","0.354","26","95","436","113","26","131","3","13","225","1","0.6","10.7","5.3",0,NA,0,NA,0,NA,6.601,0.354,26,95,436,113,26,131,3,13,225,1,0.6,10.7,5.3,6.601,0.354,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","1","1","0","0","NP",2011,NA,2,0,173,0,173,0,28,0,28,82,105,104,0,3.75,NA,460.875,460.875,NA,0.120716113,1955,236,6.888,0.366,13,94,919,133,42,49,1.3,12,154,1.4,0.5,5.1,NA,NA,NA,NA,28,2.835488381,13.49977447,0.850934681,61.4,19.2,19.3,"summ.za.2",38.6,827,"NP",988.6413565,0.682049121,1449.516357,0.249827171,0.652927834,0.982304563,6.896331633,0.881981210018366,8.82879140583555,"summ.za.2",66.01,58.2195796733123,5827.88520699204,6136.5404148267,8.67040947031123,4.06422171866435,6.13312685655431
"614","summ.za",18,2,2012,2012,"Control",2,"6.879","0.353","2","63","308","120","21","39","0.8","7","136","1","0.4","10.6","5.4",0,NA,0,NA,0,NA,6.879,0.353,2,63,308,120,21,39,0.8,7,136,1,0.4,10.6,5.4,6.879,0.353,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","0","0","0","0","Control",2011,NA,2,0,181,0,181,0,33,0,33,82,105,104,0,3.1818,NA,257.475,257.475,NA,0.213958227,1963,420,6.826,0.336,11,65,421,113,24,47,1,10,129,1.5,0.5,5.2,NA,NA,NA,NA,33,2.91035988,12.54729989,0.832361958,61.4,19.2,19.3,"summ.za.2",38.6,828,"Control",1710.747421,0.869183992,1968.222421,0.249827171,0.652927834,0.982304563,7.444685642,0.867806206343228,8.68689705570292,"summ.za.2",68.79,59.6963889343506,5975.71648461804,6136.5404148267,8.69545928335424,4.08927153170735,5.55092262801187
"616","summ.za",20,2,2012,2012,"P",2,"7.811","0.41","29","63","471","142","21","45","2.2","10","189","1","0.5","10","5.2",0,NA,0,NA,0,NA,7.811,0.41,29,63,471,142,21,45,2.2,10,189,1,0.5,10,5.2,7.811,0.41,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","0","1","0","0","P",2011,NA,2,0,173,0,173,0,29,0,29,82,105,104,0,3.6207,NA,533.475,533.475,NA,0.176136364,1936,341,5.181,0.275,11,69,653,135,33,51,1.3,9,129,1.7,0.5,5.2,NA,NA,NA,NA,29,2.7014939,9.571154461,0.802274001,61.4,19.2,19.3,"summ.za.2",38.6,830,"P",522.9793901,0.495032625,1056.45439,0.249827171,0.652927834,0.982304563,6.259542056,0.879001964624517,8.79896862068966,"summ.za.2",78.11,68.658843456821,6872.87438962069,6136.5404148267,8.83533769503734,4.22914994339046,6.27941220928769
"619","summ.za",24,3,2012,2012,"NP",2,"7.384","0.372","25","68","410","121","26","38","1.6","11","210","1","0.4","11","5.1",0,NA,0,NA,0,NA,7.384,0.372,25,68,410,121,26,38,1.6,11,210,1,0.4,11,5.1,7.384,0.372,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","1","1","0","0","NP",2011,NA,2,0,225,0,225,0,35,0,35,82,105,104,0,3,NA,588.475,588.475,NA,0.042761463,1941,83,7.104,0.356,11,72,507,128,28,49,1,10,128,1.7,0.5,5.1,NA,NA,NA,NA,35,2.851942993,11.82550806,0.802155779,59.4,27.2,13.3,"summ.za.3",40.6,834,"NP",922.2311815,0.610463631,1510.706182,0.249827171,0.652927834,0.982304563,6.826795931,0.84032420388561,8.41179724137931,"summ.za.3",73.84,62.0495392149135,6211.27108303448,6136.5404148267,8.73412083724114,4.12793308559425,6.37753444491439
"620","summ.za",25,3,2012,2012,"P",2,"5.956","0.307","37","80","481","114","32","44","1.2","10","223","1","0.4","10.5","5.3",0,NA,0,NA,0,NA,5.956,0.307,37,80,481,114,32,44,1.2,10,223,1,0.4,10.5,5.3,5.956,0.307,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","0","1","0","0","P",2011,NA,2,0,174,0,174,0,30,0,30,82,105,104,0,3.5,NA,359.775,359.775,NA,0.29825462,1948,581,6.99,0.367,14,87,397,121,28,56,1.3,12,146,1.7,0.6,5.2,NA,NA,NA,NA,30,2.654675002,9.016081001,0.780511892,59.4,27.2,13.3,"summ.za.3",40.6,835,"P",1160.039325,0.763277004,1519.814325,0.249827171,0.652927834,0.982304563,7.056209185,0.937992989060799,9.01390026525199,"summ.za.3",59.56,55.8668624284612,5368.67899798409,6136.5404148267,8.58833716058976,4.02297140346313,5.88547883605624
"621","summ.za",26,3,2012,2012,"Control",2,"8.234","0.427","5","69","328","111","28","45","3.7","7","150","1","0.4","10.5","5.4",0,NA,0,NA,0,NA,8.234,0.427,5,69,328,111,28,45,3.7,7,150,1,0.4,10.5,5.4,8.234,0.427,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","0","0","0","0","Control",2011,NA,2,0,166,0,166,0,27,0,27,82,105,104,0,3.8889,NA,394.025,394.025,NA,0.462091865,1807,835,5.585,0.295,12,76,299,95,27,51,1.1,8,148,1.6,0.5,5.1,NA,NA,NA,NA,27,2.718334728,9.315753888,0.8247783,59.4,27.2,13.3,"summ.za.3",40.6,836,"Control",1642.55677,0.806526305,2036.58177,0.249827171,0.652927834,0.982304563,7.404009313,0.813759593705949,8.14588068965517,"summ.za.3",82.34,67.0049649457478,6707.31815986207,6136.5404148267,8.81095447196019,4.2047667203133,5.9764143590616
"622","summ.za",27,3,2012,2012,"N",2,"7.348","0.383","4","51","374","141","11","37","2.2","7","130","1","0.4","11.1","4.9",0,NA,0,NA,0,NA,7.348,0.383,4,51,374,141,11,37,2.2,7,130,1,0.4,11.1,4.9,7.348,0.383,NA,NA,NA,2012,"Summerveld","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MESIC GRASSLAND",679,-29.81161,30.71573,-343,18.2,10.9,0.58,25.51,26,7.3,18.7,20.3,14.9,21.2,14.6,939,150,19,55,389,72,378,74,0.7324,1282,5.0344,"Experimental (Nutrients Only)","1","0","0","0","N",2011,NA,2,0,179,0,179,0,30,0,30,82,105,104,0,3.5,NA,368.875,368.875,NA,0.165874274,1893,314,7.118,0.361,11,69,599,130,30,45,1,9,133,1.8,0.5,5.1,NA,NA,NA,NA,30,2.790446558,9.555920072,0.820430644,59.4,27.2,13.3,"summ.za.3",40.6,837,"N",835.5920289,0.693744211,1204.467029,0.249827171,0.652927834,0.982304563,6.72814049,0.918435852114936,9.19370896551724,"summ.za.3",73.48,67.4866664134055,6755.53734786207,6136.5404148267,8.81811779539662,4.21193004374974,5.9104578332631
"626","trel.us",2,1,2011,2011,"N",3,"3.045","0.263","31","253","1221","172","19","25","46.5","96","190","3.1","0.6","5.8","5.6",0,NA,0,NA,0,NA,3.045,0.263,31,253,1221,172,19,25,46.5,96,190,3.1,0.6,5.8,5.6,3.045,0.263,NA,NA,NA,2011,"Trelease","North America","US","Central plains (North America)",0,0,0,0,"TALLGRASS PRAIRIE",200,40.075,-88.829,-118,11,11.9,0.3,98.65,30.3,-9.1,39.4,21.1,-2.5,23,-2.5,982,106,45,24,308,165,296,165,0.8927,1100,16.7931,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,9,80,28,123,1,3,1,6,15,20,11,3,3.3333,713.5,1732,2445.5,NA,0.03941513,1573,62,3.773,0.289,39,285,1569,234,26,21,7.3,177,180,2.1,0.7,5.7,NA,NA,NA,NA,6,1.346854946,2.881165492,0.751694058,16,68.3,15.6,"trel.us.1",84,1152,"N",263.1203425,0.131881941,1995.120342,0.045374949,0.195099781,0.816941732,5.572611503,0.554069795918367,5.54069795918367,"trel.us.1",30.45,16.8714252857143,1687.14252857143,1741.60676448435,7.43079156538586,2.82562137939777,7.45703208912238
"627","trel.us",4,1,2011,2011,"P",3,"3.063","0.253","85","295","1262","185","12","27","92.4","109","278","3.2","0.6","5.4","5.8",0,NA,0,NA,0,NA,3.063,0.253,85,295,1262,185,12,27,92.4,109,278,3.2,0.6,5.4,5.8,3.063,0.253,NA,NA,NA,2011,"Trelease","North America","US","Central plains (North America)",0,0,0,0,"TALLGRASS PRAIRIE",200,40.075,-88.829,-118,11,11.9,0.3,98.65,30.3,-9.1,39.4,21.1,-2.5,23,-2.5,982,106,45,24,308,165,296,165,0.8927,1100,16.7931,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,3,22,96,30,152,1,4,1,8,15,20,11,3,2.5,809,1155,1964,NA,0.01509434,1590,24,3.441,0.268,52,285,1588,215,27,22,8,162,197,2.4,0.7,5.6,NA,NA,NA,NA,8,1.689773569,4.463678516,0.812609316,16,68.3,15.6,"trel.us.1",84,1154,"P",101.9834215,0.081133466,1256.983422,0.045374949,0.195099781,0.816941732,4.624810266,0.648560489795918,6.48560489795918,"trel.us.1",30.63,19.865407802449,1986.5407802449,1741.60676448435,7.59415010373506,2.98897991774697,7.05185562295589
"630","trel.us",8,1,2011,2011,"NP",3,"2.847","0.257","32","277","1288","179","17","28","43.1","91","242","3.1","0.6","5.1","5.5",0,NA,0,NA,0,NA,2.847,0.257,32,277,1288,179,17,28,43.1,91,242,3.1,0.6,5.1,5.5,2.847,0.257,NA,NA,NA,2011,"Trelease","North America","US","Central plains (North America)",0,0,0,0,"TALLGRASS PRAIRIE",200,40.075,-88.829,-118,11,11.9,0.3,98.65,30.3,-9.1,39.4,21.1,-2.5,23,-2.5,982,106,45,24,308,165,296,165,0.8927,1100,16.7931,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,3,15,85,0,126,1,2,0,5,15,20,11,3,4,1245.5,1540,2785.5,NA,0.080194411,1646,132,3.162,0.254,44,221,1389,188,26,19,6.9,188,198,2.1,0.6,6.4,NA,NA,NA,NA,5,1.132969654,2.266057665,0.703953626,16,68.3,15.6,"trel.us.1",84,1158,"NP",42.07785212,0.026596575,1582.077852,0.045374949,0.195099781,0.816941732,3.739521524,0.63861667755102,6.3861667755102,"trel.us.1",28.47,18.1814168098776,1818.14168098776,1741.60676448435,7.50557020403736,2.90040001804927,7.33953769540767
"631","trel.us",9,1,2011,2011,"Control",3,"3.142","0.263","55","264","1456","236","14","21","27.9","77","203","4.2","0.7","5.6","5.5",0,NA,0,NA,0,NA,3.142,0.263,55,264,1456,236,14,21,27.9,77,203,4.2,0.7,5.6,5.5,3.142,0.263,NA,NA,NA,2011,"Trelease","North America","US","Central plains (North America)",0,0,0,0,"TALLGRASS PRAIRIE",200,40.075,-88.829,-118,11,11.9,0.3,98.65,30.3,-9.1,39.4,21.1,-2.5,23,-2.5,982,106,45,24,308,165,296,165,0.8927,1100,16.7931,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,70,85,0,163,1,3,0,5,15,20,11,3,4,662.5,1861,2523.5,NA,0.029052876,1721,50,3.416,0.268,52,210,1355,197,25,19,6.2,150,185,2.2,0.6,6.5,16,68.3,15.6,"Silty Loam",5,1.152045252,2.659825808,0.715805961,16,68.3,15.6,"trel.us.1",84,1159,"Control",118.6057313,0.059913815,1979.605731,0.045374949,0.195099781,0.816941732,4.77580481,0.550210089795918,5.50210089795918,"trel.us.1",31.42,17.2876010213878,1728.76010213878,1741.60676448435,7.45515972657073,2.84998954058264,7.52886925664225
"634","trel.us",12,2,2011,2011,"NP",3,"2.484","0.223","94","257","1108","172","21","29","8","122","381","3.5","0.6","4.7","5.9",0,NA,0,NA,0,NA,2.484,0.223,94,257,1108,172,21,29,8,122,381,3.5,0.6,4.7,5.9,2.484,0.223,NA,NA,NA,2011,"Trelease","North America","US","Central plains (North America)",0,0,0,0,"TALLGRASS PRAIRIE",200,40.075,-88.829,-118,11,11.9,0.3,98.65,30.3,-9.1,39.4,21.1,-2.5,23,-2.5,982,106,45,24,308,165,296,165,0.8927,1100,16.7931,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,3,6,103,0,124,1,4,0,6,15,20,11,3,3.3333,784,1997,2781,NA,0.011383039,1757,20,2.577,0.211,54,210,1013,154,22,20,6.2,124,260,2.2,0.5,5.3,NA,NA,NA,NA,6,1.461220245,3.619585687,0.815522546,30.4,54,15.6,"trel.us.2",69.6,1162,"NP",95.30000379,0.045547963,2092.300004,0.045374949,0.195099781,0.816941732,4.55702985,0.588712428571429,5.88712428571429,"trel.us.2",24.84,14.6236167257143,1462.36167257143,1741.60676448435,7.28780799177563,2.68263780578754,7.59940133341582
"635","trel.us",14,2,2011,2011,"P",3,"2.963","0.264","84","197","1252","161","15","25","11","65","296","3.6","0.6","5.4","5.6",0,NA,0,NA,0,NA,2.963,0.264,84,197,1252,161,15,25,11,65,296,3.6,0.6,5.4,5.6,2.963,0.264,NA,NA,NA,2011,"Trelease","North America","US","Central plains (North America)",0,0,0,0,"TALLGRASS PRAIRIE",200,40.075,-88.829,-118,11,11.9,0.3,98.65,30.3,-9.1,39.4,21.1,-2.5,23,-2.5,982,106,45,24,308,165,296,165,0.8927,1100,16.7931,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,3,25,91,0,151,1,2,0,4,15,20,11,3,5,1058,1588,2646,NA,0.107021518,1766,189,2.914,0.236,66,239,1271,167,23,21,6.7,121,269,2.6,0.5,5.5,NA,NA,NA,NA,4,1.088240159,2.5025793,0.78499934,30.4,54,15.6,"trel.us.2",69.6,1164,"P",94.57801185,0.056210179,1682.578012,0.045374949,0.195099781,0.816941732,4.549425016,0.600090391836735,6.00090391836735,"trel.us.2",29.63,17.7806783101224,1778.06783101224,1741.60676448435,7.48328256552177,2.87811237953367,7.37023064180708
"638","trel.us",18,2,2011,2011,"N",3,"2.943","0.269","39","339","1518","189","11","24","12.2","157","357","10.9","0.8","5.6","5.6",0,NA,0,NA,0,NA,2.943,0.269,39,339,1518,189,11,24,12.2,157,357,10.9,0.8,5.6,5.6,2.943,0.269,NA,NA,NA,2011,"Trelease","North America","US","Central plains (North America)",0,0,0,0,"TALLGRASS PRAIRIE",200,40.075,-88.829,-118,11,11.9,0.3,98.65,30.3,-9.1,39.4,21.1,-2.5,23,-2.5,982,106,45,24,308,165,296,165,0.8927,1100,16.7931,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,17,105,0,157,2,2,0,5,15,20,11,3,4,914.5,1340.5,2255,NA,0.019889503,1810,36,3.115,0.251,50,264,1533,181,25,19,7.3,110,271,2.5,0.7,5.5,NA,NA,NA,NA,5,1.157851838,2.520605379,0.719413796,30.4,54,15.6,"trel.us.2",69.6,1168,"N",63.39006926,0.045153157,1403.890069,0.045374949,0.195099781,0.816941732,4.149307213,0.632420657142857,6.32420657142857,"trel.us.2",29.43,18.6121399397143,1861.21399397143,1741.60676448435,7.52898423873195,2.92381405274386,7.20079795767601
"640","trel.us",20,2,2011,2011,"Control",3,"3.014","0.272","25","307","1384","179","17","31","40.6","152","296","5.7","0.8","5.4","5.6",0,NA,0,NA,0,NA,3.014,0.272,25,307,1384,179,17,31,40.6,152,296,5.7,0.8,5.4,5.6,3.014,0.272,NA,NA,NA,2011,"Trelease","North America","US","Central plains (North America)",0,0,0,0,"TALLGRASS PRAIRIE",200,40.075,-88.829,-118,11,11.9,0.3,98.65,30.3,-9.1,39.4,21.1,-2.5,23,-2.5,982,106,45,24,308,165,296,165,0.8927,1100,16.7931,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,20,74,0,144,1,2,0,4,15,20,11,3,5,852,1564.5,2416.5,NA,0.039137833,1763,69,3.212,0.263,53,216,1406,189,25,20,7.3,120,227,2.4,0.7,5.5,30.4,54,15.6,"Silty Loam",4,1.091649132,2.653019447,0.787458395,30.4,54,15.6,"trel.us.2",69.6,1170,"Control",50.19426668,0.031085926,1614.694267,0.045374949,0.195099781,0.816941732,3.915900811,0.531823248979592,5.31823248979592,"trel.us.2",30.14,16.0291527242449,1602.91527242449,1741.60676448435,7.37957929558226,2.77440910959417,7.35532156310894
"642","trel.us",22,3,2011,2011,"N",3,"2.73","0.257","33","196","1171","166","17","26","69.6","60","188","4.8","0.5","5.2","5.7",0,NA,0,NA,0,NA,2.73,0.257,33,196,1171,166,17,26,69.6,60,188,4.8,0.5,5.2,5.7,2.73,0.257,NA,NA,NA,2011,"Trelease","North America","US","Central plains (North America)",0,0,0,0,"TALLGRASS PRAIRIE",200,40.075,-88.829,-118,11,11.9,0.3,98.65,30.3,-9.1,39.4,21.1,-2.5,23,-2.5,982,106,45,24,308,165,296,165,0.8927,1100,16.7931,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,73,75,0,153,2,1,0,4,15,20,11,3,5,693,938,1631,NA,0.034311013,1807,62,3.815,0.306,49,299,1819,244,30,20,7.1,134,166,2.3,0.7,5.8,NA,NA,NA,NA,4,1.080837824,2.601289032,0.779659684,20.2,64.1,15.6,"trel.us.3",79.8,1172,"N",86.79762978,0.084697337,1024.79763,0.045374949,0.195099781,0.816941732,4.463579315,0.724849428571429,7.24849428571429,"trel.us.3",27.3,19.7883894,1978.83894,1741.60676448435,7.59026555775302,2.98509537176493,6.84374994900622
"643","trel.us",23,3,2011,2011,"Control",3,"2.833","0.255","39","217","1140","154","16","21","8.7","48","203","4.6","0.5","5.4","5.5",0,NA,0,NA,0,NA,2.833,0.255,39,217,1140,154,16,21,8.7,48,203,4.6,0.5,5.4,5.5,2.833,0.255,NA,NA,NA,2011,"Trelease","North America","US","Central plains (North America)",0,0,0,0,"TALLGRASS PRAIRIE",200,40.075,-88.829,-118,11,11.9,0.3,98.65,30.3,-9.1,39.4,21.1,-2.5,23,-2.5,982,106,45,24,308,165,296,165,0.8927,1100,16.7931,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,50,59,0,159,1,2,0,4,15,20,11,3,5,800.5,1401.5,2202,NA,0.034953577,1831,64,3.622,0.287,57,305,1545,224,26,19,7.3,136,169,2.6,0.7,5.8,20.2,64.1,15.6,"Silty Loam",4,1.253945259,3.334784329,0.904530303,20.2,64.1,15.6,"trel.us.3",79.8,1173,"Control",173.1475913,0.109959582,1574.647591,0.045374949,0.195099781,0.816941732,5.15414436,0.668247412244898,6.68247412244898,"trel.us.3",28.33,18.931449188898,1893.1449188898,1741.60676448435,7.54599470342429,2.9408245174362,7.24529837060484
